round,client_id,task,accuracy,loss,samples_processed,correct_predictions,val_accuracy,val_loss,val_samples,val_correct_predictions,timestamp
1,stsb_client,stsb,0.39679032454337676,0.0722781903971611,4248,1089,0.6235947908640261,0.05407958327827447,1496,432,2025-10-27 11:35:44
1,sst2_client,sst2,0.780388735106511,0.46999558715136536,66472,51874,0.8302752293577982,0.40748743805179904,872,724,2025-10-27 11:38:29
1,qqp_client,qqp,0.7564840696581407,0.49441157452407714,323408,244653,0.798535523451415,0.4998221823472147,40424,32280,2025-10-27 11:54:37
2,stsb_client,stsb,0.5822023149893746,0.05675117238012551,4248,1281,0.6779045294375444,0.04718903496482953,1496,507,2025-10-27 11:55:07
2,sst2_client,sst2,0.825054158141774,0.403611497304332,66472,54843,0.8623853211009175,0.35013857559053174,872,752,2025-10-27 11:57:58
2,qqp_client,qqp,0.7910534062237174,0.445942243160615,323408,255833,0.8110281021175539,0.42959619228630985,40424,32785,2025-10-27 12:12:54
3,stsb_client,stsb,0.649588989433389,0.04969386132644479,4248,1325,0.6979991004642991,0.044391704733199616,1496,553,2025-10-27 12:13:26
3,sst2_client,sst2,0.8502376940666747,0.36449884322427867,66472,56517,0.8646788990825688,0.3342705554405757,872,754,2025-10-27 12:16:14
3,qqp_client,qqp,0.8051748874486716,0.42310591966340155,323408,260400,0.8178309914902039,0.3918002642233676,40424,33060,2025-10-27 12:30:40
4,stsb_client,stsb,0.678831063294636,0.046396935707670256,4248,1457,0.7272798524133445,0.040873282999895955,1496,577,2025-10-27 12:31:10
4,sst2_client,sst2,0.8655223251895535,0.3405922624061281,66472,57533,0.8761467889908257,0.33358704981419746,872,764,2025-10-27 12:33:52
4,qqp_client,qqp,0.8142068223420571,0.4074962445166646,323408,263321,0.8248070453196121,0.4179936358239778,40424,33342,2025-10-27 12:48:46
5,stsb_client,stsb,0.69946152176898,0.04396688992073391,4248,1498,0.741687877242181,0.0386333553553783,1496,595,2025-10-27 12:49:17
5,sst2_client,sst2,0.8770158863882537,0.32040518077247526,66472,58297,0.8990825688073395,0.3277780794102801,872,784,2025-10-27 12:51:59
5,qqp_client,qqp,0.8207310889031811,0.3958595402898096,323408,265431,0.8293093211953295,0.39505287769261443,40424,33524,2025-10-27 13:06:19
6,stsb_client,stsb,0.7325521453917835,0.039928828099507506,4248,1564,0.7368947471367141,0.03963026438247074,1496,621,2025-10-27 13:06:51
6,sst2_client,sst2,0.88703514261644,0.30652120290080304,66472,58963,0.9002293577981652,0.3083231181265154,872,785,2025-10-27 13:09:36
6,qqp_client,qqp,0.8276820610498195,0.3856303677111584,323408,267679,0.8334652681575302,0.3959355046128489,40424,33692,2025-10-27 13:23:47
7,stsb_client,stsb,0.7367238929998497,0.03939922366259714,4248,1549,0.7206170022727831,0.045304884105661816,1496,542,2025-10-27 13:24:18
7,sst2_client,sst2,0.8959862799374173,0.29250695995768117,66472,59558,0.9071100917431193,0.3004041187371204,872,791,2025-10-27 13:27:01
7,qqp_client,qqp,0.8323294414485727,0.3766000613782264,323408,269182,0.8382891351672274,0.3617255582984529,40424,33887,2025-10-27 13:41:10
8,stsb_client,stsb,0.7519490297471999,0.037466777481573676,4248,1630,0.7371751488836339,0.03947082597433644,1496,612,2025-10-27 13:41:40
8,sst2_client,sst2,0.9026958719460826,0.2797302967906126,66472,60004,0.8979357798165137,0.28961764155553843,872,783,2025-10-27 13:44:17
8,qqp_client,qqp,0.8362223568990254,0.3702985179460552,323408,270441,0.8395260241440728,0.3732536236735091,40424,33937,2025-10-27 13:59:00
9,stsb_client,stsb,0.7568697687883058,0.03689821685880086,4248,1653,0.7306475277399591,0.04439429101100899,1496,550,2025-10-27 13:59:30
