client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_1,1,True,1.0,1,1,1999,"{""class_0"": 853, ""class_1"": 1146}",0.6933972743464183,0.5709521427380357,0.5514065883405261,0.5709521427380357,0.5376592351054149,0.6720424785614013,1999,"{'0': 0.4948905109489051, '1': 0.593473092716663}","{'0': 0.264947245017585, '1': 0.7987201861547412}","{'0': 0.3451259862560448, '1': 0.6809671419714817}","[678, 1881, 692, 2746]",2.7866151332855225,0.0,15890432
no_lora_client_3,1,True,1.0,1,1,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",0.6928971493047361,-0.21170341968536377,0.7318626344203949,0.061706140637397766,0.3243765504428803,0.10522014555335045,2000,"{'mse': 0.10522014647722244, 'rmse': 0.3243765504428803, 'mae': 0.2681373655796051}","{'r2': -0.21170341968536377, 'pearson': 0.061706140637397766}",{},[],2.7993733882904053,0.0,15890432
no_lora_client_1,2,True,1.0,2,2,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.7573786893446723,0.7561810788097197,0.7573786893446723,0.7562643439866699,0.5249065769513448,1999,"{'0': 0.7296173044925125, '1': 0.7759532424158085}","{'0': 0.6854239937475577, '1': 0.8109365910413031}","{'0': 0.7068305460407012, '1': 0.7930593087754231}","[1754, 805, 650, 2788]",2.553758144378662,0.0,15890432
no_lora_client_3,2,True,1.0,2,2,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.08076953887939453,0.7635314911603928,0.2946730852127075,0.28252929238138125,0.07982280283669631,2000,"{'mse': 0.07982280105352402, 'rmse': 0.28252929238138125, 'mae': 0.23646850883960724}","{'r2': 0.08076953887939453, 'pearson': 0.2946730852127075}",{},[],2.5804553031921387,0.0,15890432
no_lora_client_3,3,True,1.0,3,3,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.23682254552841187,0.7890821993350983,0.48749464750289917,0.25743287487001143,0.06627169027924537,2000,"{'mse': 0.06627168506383896, 'rmse': 0.25743287487001143, 'mae': 0.21091780066490173}","{'r2': 0.23682254552841187, 'pearson': 0.48749464750289917}",{},[],3.5555946826934814,0.0,15890432
no_lora_client_1,3,True,1.0,3,3,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.8414207103551776,0.8427651587315831,0.8414207103551776,0.8418028694715965,0.3769613312284152,1999,"{'0': 0.801123595505618, '1': 0.8737601442741209}","{'0': 0.835873388042204, '1': 0.8455497382198953}","{'0': 0.8181296615031555, '1': 0.8594235033259423}","[2139, 420, 531, 2907]",3.6178643703460693,0.0,15890432
no_lora_client_2,3,True,0.3333333333333333,1,1,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.6146406536601634,0.5966407269479108,0.6146406536601634,0.47356743338531243,0.6567637343406677,1999,"{'0': 0.6149328859060402, '1': 0.5675675675675675}","{'0': 0.995653355066558, '1': 0.009067357512953367}","{'0': 0.7602945752515299, '1': 0.017849553761155972}","[3665, 16, 2295, 21]",3.7970387935638428,0.0,15890432
no_lora_client_3,4,True,1.0,4,4,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.4393020272254944,0.8241421729326248,0.664042592048645,0.22065601858913775,0.048689074565966925,2000,"{'mse': 0.04868907853960991, 'rmse': 0.22065601858913775, 'mae': 0.17585782706737518}","{'r2': 0.4393020272254944, 'pearson': 0.664042592048645}",{},[],3.591168165206909,0.0,15890432
no_lora_client_2,4,True,0.5,2,2,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.654660663665166,0.6501971609713377,0.654660663665166,0.6054465274762896,0.6103300841649374,1999,"{'0': 0.657411028549081, '1': 0.638731596828992}","{'0': 0.9133387666395001, '1': 0.24352331606217617}","{'0': 0.7645252984650369, '1': 0.35261019068458893}","[3362, 319, 1752, 564]",3.665708303451538,0.0,15890432
no_lora_client_1,4,True,1.0,4,4,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.8924462231115557,0.8930256464021259,0.8924462231115557,0.8926164733688082,0.2807598120669524,1999,"{'0': 0.8641552511415526, '1': 0.9145146927871772}","{'0': 0.8874560375146542, '1': 0.8961605584642234}","{'0': 0.8756506651243493, '1': 0.9052446011458792}","[2271, 288, 357, 3081]",3.6655290126800537,0.0,15890432
no_lora_client_3,5,True,1.0,5,5,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.5445234775543213,0.8432973325252533,0.7388628721237183,0.19887685422194784,0.03955200233062108,2000,"{'mse': 0.039552003145217896, 'rmse': 0.19887685422194784, 'mae': 0.1567026674747467}","{'r2': 0.5445234775543213, 'pearson': 0.7388628721237183}",{},[],3.637974262237549,0.0,15890432
no_lora_client_2,5,True,0.6,3,3,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.735367683841921,0.7309762985402354,0.735367683841921,0.7289981416896764,0.5317670004367828,1999,"{'0': 0.7542496357455075, '1': 0.6939861628525812}","{'0': 0.8437924477044282, '1': 0.5630397236614854}","{'0': 0.7965123733812027, '1': 0.6216924910607866}","[3106, 575, 1012, 1304]",3.674647092819214,0.0,15890432
no_lora_client_1,5,True,1.0,5,5,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9162914790728698,0.9164318359324333,0.9162914790728698,0.9163441657144427,0.22062947354714077,1999,"{'0': 0.8978723404255319, '1': 0.9302461899179367}","{'0': 0.9069949198905822, '1': 0.9232111692844677}","{'0': 0.9024105754276828, '1': 0.9267153284671533}","[2321, 238, 264, 3174]",3.6870696544647217,0.0,15890432
no_lora_client_3,6,True,1.0,5,6,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.6076992750167847,0.8555293530225754,0.7804962992668152,0.18456986846063073,0.03406603462994098,2000,"{'mse': 0.034066036343574524, 'rmse': 0.18456986846063073, 'mae': 0.14447064697742462}","{'r2': 0.6076992750167847, 'pearson': 0.7804962992668152}",{},[],3.503541946411133,0.0,15890432
no_lora_client_1,6,True,1.0,5,6,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9456394864098716,0.9456294304133115,0.9456394864098716,0.9456340293956675,0.16027239919702213,1999,"{'0': 0.936986301369863, '1': 0.9520627542126671}","{'0': 0.9355216881594373, '1': 0.9531704479348458}","{'0': 0.9362534219788815, '1': 0.9526162790697674}","[2394, 165, 161, 3277]",3.668438196182251,0.0,15890432
no_lora_client_2,6,True,0.6666666666666666,4,4,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.8129064532266133,0.8117092800283694,0.8129064532266133,0.8120433584522269,0.42642181980609895,1999,"{'0': 0.8378663850013203, '1': 0.7701357466063349}","{'0': 0.8619940233632165, '1': 0.7348877374784111}","{'0': 0.8497589716122121, '1': 0.7520989836500221}","[3173, 508, 614, 1702]",3.682438611984253,0.0,15890432
no_lora_client_3,7,True,1.0,5,7,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.6540504693984985,0.8646935671567917,0.8101840615272522,0.1733235741085515,0.03004106105864048,2000,"{'mse': 0.030041061341762543, 'rmse': 0.1733235741085515, 'mae': 0.1353064328432083}","{'r2': 0.6540504693984985, 'pearson': 0.8101840615272522}",{},[],3.6628708839416504,0.0,15890432
no_lora_client_1,7,True,1.0,5,7,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9564782391195598,0.9565555188915996,0.9564782391195598,0.9565025600241213,0.13288657830903927,1999,"{'0': 0.9450038729666925, '1': 0.9651537335285505}","{'0': 0.9534974599452911, '1': 0.9586969168121}","{'0': 0.9492316669908578, '1': 0.9619144900043777}","[2440, 119, 142, 3296]",3.6890201568603516,0.0,15890432
no_lora_client_2,7,True,0.7142857142857143,5,5,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.8645989661497415,0.8645562638967387,0.8645989661497415,0.8645772160949637,0.33226530881722766,1999,"{'0': 0.889280868385346, '1': 0.8252595155709342}","{'0': 0.8902472154305895, '1': 0.8238341968911918}","{'0': 0.889763779527559, '1': 0.8245462402765773}","[3277, 404, 408, 1908]",3.7063827514648438,0.0,15890432
no_lora_client_1,8,True,1.0,5,8,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9633149908287477,0.9633330078730291,0.9633149908287477,0.9633222516857824,0.10966640049467484,1999,"{'0': 0.9555901830931048, '1': 0.9690962099125364}","{'0': 0.9585775693630324, '1': 0.9668411867364747}","{'0': 0.9570815450643777, '1': 0.9679673849737915}","[2453, 106, 114, 3324]",3.6961944103240967,0.0,15890432
no_lora_client_2,8,True,0.75,5,6,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9029514757378689,0.9034542328940413,0.9029514757378689,0.903137863374205,0.25187918720642727,1999,"{'0': 0.9267419443679427, '1': 0.8664412510566357}","{'0': 0.9141537625645205, '1': 0.885146804835924}","{'0': 0.9204048140043763, '1': 0.8756941478000855}","[3365, 316, 266, 2050]",3.6943962574005127,0.0,15890432
no_lora_client_3,8,True,1.0,5,8,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.6978434324264526,0.8736416697502136,0.836185872554779,0.16198219342996714,0.026238229107111693,2000,"{'mse': 0.026238230988383293, 'rmse': 0.16198219342996714, 'mae': 0.12635833024978638}","{'r2': 0.6978434324264526, 'pearson': 0.836185872554779}",{},[],3.6490767002105713,0.0,15890432
no_lora_client_2,9,True,0.7777777777777778,5,7,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9326329831582458,0.9331574644440443,0.9326329831582458,0.9327918076506779,0.18455828370153904,1999,"{'0': 0.9527493782812931, '1': 0.9020185029436502}","{'0': 0.9367019831567509, '1': 0.9261658031088082}","{'0': 0.9446575342465754, '1': 0.9139326800170431}","[3448, 233, 171, 2145]",3.677011489868164,0.0,15890432
no_lora_client_1,9,True,1.0,5,9,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9773219943304986,0.9773273918125958,0.9773219943304986,0.977324249349361,0.07372840738793214,1999,"{'0': 0.9726882559500585, '1': 0.9807804309842749}","{'0': 0.9742086752637749, '1': 0.9796393251890634}","{'0': 0.9734478719250292, '1': 0.980209545983702}","[2493, 66, 70, 3368]",3.6746156215667725,0.0,15890432
no_lora_client_3,9,True,1.0,5,9,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.7308829426765442,0.8814982026815414,0.8557520508766174,0.15286986885052822,0.02336919566243887,2000,"{'mse': 0.0233691968023777, 'rmse': 0.15286986885052822, 'mae': 0.11850179731845856}","{'r2': 0.7308829426765442, 'pearson': 0.8557520508766174}",{},[],3.673286199569702,0.0,15890432
no_lora_client_3,10,True,1.0,5,10,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.7610062956809998,0.8876379430294037,0.8731278777122498,0.1440603601334,0.02075338788330555,2000,"{'mse': 0.020753387361764908, 'rmse': 0.1440603601334, 'mae': 0.11236205697059631}","{'r2': 0.7610062956809998, 'pearson': 0.8731278777122498}",{},[],3.647897720336914,0.0,15890432
no_lora_client_1,10,True,1.0,5,10,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.976154744038686,0.9761490535932733,0.976154744038686,0.9761505401607241,0.07342345273370544,1999,"{'0': 0.9733542319749217, '1': 0.9782293178519593}","{'0': 0.9706916764361079, '1': 0.9802210587550901}","{'0': 0.9720211308941499, '1': 0.9792241755048671}","[2484, 75, 68, 3370]",3.68721604347229,0.0,15890432
no_lora_client_2,10,True,0.8,5,8,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9446389861597465,0.9449510005653022,0.9446389861597465,0.944737132192166,0.14379059980312983,1999,"{'0': 0.9606602475928473, '1': 0.9199830651989839}","{'0': 0.9486552567237164, '1': 0.9382556131260794}","{'0': 0.9546200109349371, '1': 0.9290294997862334}","[3492, 189, 143, 2173]",3.691701889038086,0.0,15890432
no_lora_client_2,11,True,0.8181818181818182,5,9,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.95914623978656,0.9593848679737943,0.95914623978656,0.9592141130269822,0.11263079328586657,1999,"{'0': 0.9722374931280924, '1': 0.9389571852479864}","{'0': 0.960880195599022, '1': 0.9563903281519862}","{'0': 0.9665254816231725, '1': 0.9475935828877006}","[3537, 144, 101, 2215]",3.703902244567871,0.0,15890432
no_lora_client_1,11,True,1.0,5,11,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9799899949974987,0.9799948644172662,0.9799899949974987,0.9799919847200242,0.059269336243470506,1999,"{'0': 0.9758095981271947, '1': 0.9831100757134537}","{'0': 0.9773348964439235, '1': 0.9819662594531704}","{'0': 0.9765716516985552, '1': 0.9825378346915018}","[2501, 58, 62, 3376]",3.698169231414795,0.0,15890432
no_lora_client_3,11,True,1.0,5,11,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.7802205681800842,0.8933286741375923,0.8839445114135742,0.13814805048857237,0.019084883303691944,2000,"{'mse': 0.019084883853793144, 'rmse': 0.13814805048857237, 'mae': 0.10667132586240768}","{'r2': 0.7802205681800842, 'pearson': 0.8839445114135742}",{},[],3.684126853942871,0.0,15890432
no_lora_client_3,12,True,1.0,5,12,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8002223372459412,0.8976782038807869,0.8952504992485046,0.13171181663918052,0.017348000841836134,2000,"{'mse': 0.017348002642393112, 'rmse': 0.13171181663918052, 'mae': 0.1023217961192131}","{'r2': 0.8002223372459412, 'pearson': 0.8952504992485046}",{},[],3.6410226821899414,0.0,15890432
no_lora_client_1,12,True,1.0,5,12,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9848257462064366,0.9848337471702497,0.9848257462064366,0.9848283772890355,0.049962362746397655,1999,"{'0': 0.9809041309431021, '1': 0.9877586709414165}","{'0': 0.9835873388042204, '1': 0.9857475276323444}","{'0': 0.9822439024390244, '1': 0.9867520745377785}","[2517, 42, 49, 3389]",3.6692442893981934,0.0,15890432
