num_clients,round_num,average_accuracy,accuracy_std,worst_client_accuracy,best_client_accuracy,average_precision,precision_std,average_recall,recall_std,average_f1_score,f1_score_std,total_communication_time,average_client_latency,aggregation_time,memory_usage_mb,cpu_utilization,throughput_samples_per_sec
2,1,0.17962436152633598,0.39132778121169975,-0.21170341968536377,0.5709521427380357,0.6416346113804605,0.09022802303993438,0.31632914168771675,0.254623001050319,0.4310178927741476,0.10664134233126732,5.779051303863525,2.792994260787964,0.01669907569885254,1663.23828125,93.8,691.9806912347204
2,2,0.41907411411203344,0.3383045752326389,0.08076953887939453,0.7573786893446723,0.7598562849850563,0.0036752061753365095,0.5260258872786899,0.2313528020659824,0.5193968181840256,0.2368675258026443,5.756437540054321,2.5671067237854004,0.015043497085571289,1766.77734375,93.8,694.6991411967448
3,3,0.5642946365145843,0.24938026694159326,0.23682254552841187,0.8414207103551776,0.7428293616715308,0.1056686731381259,0.6478520038394134,0.14638570018294209,0.5242677259089735,0.24124670967587342,7.440112352371216,3.6568326155344644,0.019048213958740234,2171.078125,93.7,806.1694332643971
3,4,0.6621363046674054,0.1850708503476476,0.4393020272254944,0.8924462231115557,0.7891216601020296,0.10218038159170949,0.7370498262751223,0.10994857967055305,0.5729063398114119,0.2752899817245741,7.420730113983154,3.6408018271128335,0.01926565170288086,2300.3515625,94.3,808.2750157864235
3,5,0.7320608801563706,0.15179166193884508,0.5445234775543213,0.9162914790728698,0.830235155665974,0.07627321257857417,0.7968406783461696,0.08447652309357383,0.6147397205420223,0.3038432445274297,7.495149612426758,3.6665636698404946,0.01923370361328125,2417.625,93.8,800.2498774770792
3,6,0.7887484048844232,0.1390170375502676,0.6076992750167847,0.9456394864098716,0.8709560211547521,0.05575026599055598,0.8463474129677667,0.07144597682281217,0.6474157521028417,0.33179446533879375,7.3268373012542725,3.6181395848592124,0.01906561851501465,2507.5859375,94.4,818.6329503024825
3,7,0.8250425582226,0.12659428905151457,0.6540504693984985,0.9564782391195598,0.89526844998171,0.04333653827676653,0.8770870889321846,0.06037362286807286,0.6648011167425455,0.34954751551044344,7.830463409423828,3.6860912640889487,0.019222497940063477,2605.6484375,93.8,765.9816437961098
3,8,0.8547032996643565,0.11362130654342165,0.6978434324264526,0.9633149908287477,0.9134763035057613,0.03729580367883256,0.9008174463737987,0.051922177273776536,0.6761474361633182,0.36439901461209073,7.7240517139434814,3.67988912264506,0.019400835037231445,2689.546875,93.8,776.5343029025249
3,9,0.8802793067217629,0.10720302272584502,0.7308829426765442,0.9773219943304986,0.9306610196460605,0.03916190793658961,0.921902342788454,0.05020738836668246,0.6876619752835224,0.37859189322029496,7.7335286140441895,3.674971103668213,0.01959991455078125,2789.40234375,93.8,775.5827634870204
3,10,0.8939333419598108,0.09487012340731178,0.7610062956809998,0.976154744038686,0.9362459990626597,0.03665503113883226,0.9313072026368941,0.04310403024611108,0.6883160108287635,0.38506048056153885,7.523644208908081,3.675605217615763,0.019151687622070312,2870.625,93.8,797.2188862407637
3,11,0.9064522676547143,0.08966399127488277,0.7802205681800842,0.9799899949974987,0.9442361355095509,0.03696728468842937,0.941026915399211,0.041250585178943935,0.692451382745193,0.39204342285102234,7.8110857009887695,3.695399443308512,0.0190427303314209,2971.1484375,93.7,767.8819084787414
3,12,0.9176773584827919,0.08333735729564505,0.8002223372459412,0.9848257462064366,0.9501896441392779,0.03775759072664972,0.9493534124836464,0.03886948320227722,0.6948498004319551,0.3982578835477122,7.486072063446045,3.6642776330312095,0.019898414611816406,3052.3046875,93.8,801.2200995404075
3,13,0.9249957768802188,0.07753853775745585,0.8155075907707214,0.984992496248124,0.9536437648023858,0.03721961792154038,0.9543539254550479,0.036156406666945785,0.6953604321946768,0.4022163372259072,7.777001857757568,3.70341690381368,0.02059340476989746,3155.640625,93.8,771.247305210696
