round_num,global_label_distribution,client_label_distributions,kl_divergence_scores,jensen_shannon_divergence,earth_movers_distance,accuracy_variance,convergence_rate,fairness_score,parameter_diversity,consensus_measure,aggregation_efficiency
1,"{""class_0"": 0.21330332583145786, ""class_1"": 0.2865716429107277, ""bin_00_0.0-0.1"": 0.05001250312578145, ""bin_01_0.1-0.2"": 0.05001250312578145, ""bin_02_0.2-0.3"": 0.05451362840710178, ""bin_03_0.3-0.4"": 0.04551137784446112, ""bin_04_0.4-0.5"": 0.05001250312578145, ""bin_05_0.5-0.6"": 0.06976744186046512, ""bin_06_0.6-0.7"": 0.035258814703675916, ""bin_07_0.7-0.8"": 0.0450112528132033, ""bin_08_0.8-0.9"": 0.05001250312578145, ""bin_09_0.9-1.0"": 0.05001250312578145}","{""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}}","{""no_lora_client_1"": 0.6933972743464183, ""no_lora_client_3"": 0.692897149304736}",0.693147167188524,0.0,0.38070548755438705,0.0,0,9.641187984632538e-06,0.9999903588120154,1.0
2,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141}",0.693147167188524,0.0,0.12895054571003048,0.0,0.11795734647143308,4.111736167766722e-05,0.9999588826383223,0.6666666666666666
3,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255}",0.6482710804056336,0.0,0.08884737634991804,0.0,0.4339872182114277,6.23389222130788e-05,0.9999376610777869,1.0
4,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255}",0.6482710804056336,0.0,0.06296262893596197,0.0,0.5946560086473541,0.00011236431188399454,0.999887635688116,1.0
5,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_2"": 0.4233579048385255, ""no_lora_client_1"": 0.4231765671997141}",0.6482710804056336,0.0,0.03743657369013118,0.0,0.72861129437561,0.00017147228004421589,0.9998285277199558,1.0
6,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255}",0.6482710804056336,0.0,0.02973497262398346,0.0,0.7761928958826847,0.00023050269824054226,0.9997694973017595,1.0
7,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255}",0.6482710804056336,0.0,0.02247286728702409,0.0,0.816007165606217,0.00028738805246897314,0.999712611947531,1.0
8,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}, ""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}}","{""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255, ""no_lora_client_3"": 1.098278899766872}",0.6482710804056336,0.0,0.019295747922993805,0.0,0.8348000417531302,0.0003396408391252992,0.9996603591608747,1.0
9,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}, ""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}}","{""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255, ""no_lora_client_3"": 1.098278899766872}",0.6482710804056336,0.0,0.01547111653512284,0.0,0.8561079986156359,0.00038614273550241496,0.9996138572644976,1.0
10,"{""class_0"": 0.34678226075358454, ""class_1"": 0.3197732577525842, ""bin_00_0.0-0.1"": 0.03334444814938313, ""bin_01_0.1-0.2"": 0.03334444814938313, ""bin_02_0.2-0.3"": 0.03634544848282761, ""bin_03_0.3-0.4"": 0.030343447815938646, ""bin_04_0.4-0.5"": 0.03334444814938313, ""bin_05_0.5-0.6"": 0.04651550516838946, ""bin_06_0.6-0.7"": 0.023507835945315105, ""bin_07_0.7-0.8"": 0.030010003334444816, ""bin_08_0.8-0.9"": 0.03334444814938313, ""bin_09_0.9-1.0"": 0.03334444814938313}","{""no_lora_client_3"": {""bin_00_0.0-0.1"": 0.1, ""bin_01_0.1-0.2"": 0.1, ""bin_02_0.2-0.3"": 0.109, ""bin_03_0.3-0.4"": 0.091, ""bin_04_0.4-0.5"": 0.1, ""bin_05_0.5-0.6"": 0.1395, ""bin_06_0.6-0.7"": 0.0705, ""bin_07_0.7-0.8"": 0.09, ""bin_08_0.8-0.9"": 0.1, ""bin_09_0.9-1.0"": 0.1}, ""no_lora_client_1"": {""class_0"": 0.42671335667833915, ""class_1"": 0.5732866433216608}, ""no_lora_client_2"": {""class_0"": 0.6138069034517258, ""class_1"": 0.38619309654827416}}","{""no_lora_client_3"": 1.098278899766872, ""no_lora_client_1"": 0.4231765671997141, ""no_lora_client_2"": 0.4233579048385255}",0.6482710804056336,0.0,0.01349461058295025,0.0,0.8680952503402276,0.00043025295654886,0.9995697470434511,1.0
