model,experiment,paradigm,system,distribution,is_lora,val_sst2_acc,val_sst2_f1,val_qqp_acc,val_qqp_f1,val_stsb_pearson,val_stsb_spearman,train_acc,train_loss,avg_gpu_mem_gb,peak_gpu_mem_gb,total_time_sec,avg_step_time_sec,total_samples,sync_events
distil-bert,distilbert_centralized_single_stsb,Single-task,Centralized,,False,0.0,0.0,0.0,0.0,0.8711609715954807,0.8691196061336034,0.8711609715954807,0.0147562984366642,4.246972451503247,4.246972451503247,4561.782035,182.4712814,5749.0,0.0
distil-bert,distilbert_centralized_single_sst2,Single-task,Centralized,,False,0.9002293577981652,0.906148867313916,0.0,0.0,0.0,0.0,0.9002293577981652,0.0003919704917823,4.246002389215707,4.246002389215707,18514.820688,740.59282752,67349.0,0.0
distil-bert,distilbert_fl_single_qqp_non-iid_3clients,Single-task,FL,Non-IID,False,0.0,0.0,0.8408,0.7724,0.0,0.0,0.9988417876618052,0.0070169174409187,1.0956402346666667,1.09730048,34904.44,1396.1776,107805.0,25.0
distil-bert,distilbert_fl_single_stsb_non-iid_3clients,Single-task,FL,Non-IID,False,0.0,0.0,0.0,0.0,0.7753,0.7421,0.9765107800169344,0.0036560976928873,1.0992984746666667,1.102007296,15452.52,618.1008,1416.0,25.0
distil-bert,distilbert_fl_mtl_lora_3clients,Multi-task,FL,IID,True,0.8257,0.8433,0.7535,0.6754,0.5108,0.4919,0.6741997960394799,0.3186714280402837,0.285237248,0.285620736,21245.26,849.8104,394141.0,25.0
distil-bert,distilbert_centralized_mtl,Multi-task,Centralized,,False,0.9036697247706422,0.9076923076923076,0.8137254901960784,0.8778135048231511,0.8635447821041434,0.8614326862448632,0.9933874018493613,0.0090170236933693,4.321388951085961,4.321388951085961,24449.680308000003,977.98721232,436944.0,0.0
distil-bert,distilbert_centralized_single_qqp,Single-task,Centralized,,False,0.0,0.0,0.8455882352941176,0.8934010152284264,0.0,0.0,0.8455882352941176,1.992177782384693e-05,4.254653436501313,4.254653436501313,4290.592427,171.62369707999997,363846.0,0.0
distil-bert,distilbert_fl_single_sst2_non-iid_3clients,Single-task,FL,Non-IID,False,0.9346,0.9392,0.0,0.0,0.0,0.0,0.9999398288129728,0.0002031949942799,1.097169408,1.097169408,23586.44,943.4576,66477.0,25.0
distil-bert,distilbert_fl_mtl_non-iid_9clients,Multi-task,FL,Non-IID,False,0.9232,0.9298,0.8579,0.8054,0.6963,0.6967,0.9351706036658216,0.0418475281062763,1.0969324657777777,1.104366592,52903.97,2116.1588,143353.0,25.0
distil-bert,distilbert_fl_mtl_iid_3clients,Multi-task,FL,IID,False,0.9461,0.9514,0.8913,0.861,0.8284,0.8136,0.9796415196367656,0.0156214411775607,1.0898691413333337,1.091521536,56454.46,2258.1784,394141.0,25.0
