epoch,training_time,sst2_val_accuracy,sst2_val_f1,qqp_val_accuracy,qqp_val_f1,stsb_val_pearson,stsb_val_spearman,total_val_loss,gpu_usage,cpu_usage,memory_usage,timestamp
1,487.661791,0.5779816513761468,0.2923076923076923,0.6887254901960784,0.8145985401459854,0.8254485549534835,0.8353306672179398,112.57300928483407,1.504463240682313,3.3,38.3,2026-02-24 14:55:47
2,503.687143,0.6811926605504587,0.545751633986928,0.6936274509803921,0.8169838945827232,0.8454620653901146,0.8476561785291535,116.72957209156205,1.504463240682313,3.6,38.3,2026-02-24 15:04:10
3,486.622776,0.7110091743119266,0.6086956521739131,0.696078431372549,0.8176470588235294,0.8579729233861991,0.8559583568490605,102.78291321576883,1.504463240682313,3.4,38.3,2026-02-24 15:12:17
4,488.479697,0.7419724770642202,0.6676514032496307,0.7156862745098039,0.8258258258258259,0.848046494838061,0.8501319916234382,103.47918151613946,1.504463240682313,3.5,38.3,2026-02-24 15:20:26
5,491.73065,0.7660550458715596,0.7094017094017094,0.7156862745098039,0.8273809523809523,0.8563561738596435,0.8542540834324454,101.65429413310873,1.504463240682313,3.4,38.3,2026-02-24 15:28:37
6,521.103,0.8119266055045872,0.7801608579088471,0.7132352941176471,0.8266666666666667,0.8497380552444381,0.8474746410374859,97.73587374024403,1.504463240682313,3.2,38.3,2026-02-24 15:37:18
7,495.434973,0.8440366972477065,0.8269720101781171,0.7083333333333334,0.8242245199409158,0.8485843196763817,0.8450014845286621,91.63038664489675,1.504463240682313,3.6,38.3,2026-02-24 15:45:34
8,489.657946,0.8096330275229358,0.7774798927613941,0.7132352941176471,0.8266666666666667,0.8534855688947875,0.8503945469645395,102.10979053688546,1.504463240682313,3.4,38.3,2026-02-24 15:53:43
9,492.90187,0.8302752293577982,0.8097686375321337,0.7107843137254902,0.8254437869822485,0.8531611514696467,0.8499871908118947,98.66843275576441,1.504463240682313,3.4,38.3,2026-02-24 16:01:56
10,522.003125,0.8520642201834863,0.8424908424908425,0.7132352941176471,0.8266666666666667,0.8497446924484062,0.8481632820815075,99.60405937684602,1.504463240682313,3.4,38.3,2026-02-24 16:10:38
11,496.186266,0.8509174311926605,0.8414634146341463,0.7107843137254902,0.8254437869822485,0.841402612480078,0.8385223021271253,105.44168080493303,1.504463240682313,3.5,38.3,2026-02-24 16:18:55
12,490.295464,0.8451834862385321,0.8288973384030418,0.7132352941176471,0.8266666666666667,0.8538232627292377,0.8506807873753457,106.04173627216612,1.504463240682313,3.4,38.3,2026-02-24 16:27:05
13,488.828684,0.8600917431192661,0.8497536945812808,0.7181372549019608,0.8291233283803864,0.8473772938082627,0.8438206758856417,105.29259946872965,1.504463240682313,3.4,38.3,2026-02-24 16:35:14
14,528.835833,0.8669724770642202,0.8615751789976134,0.7132352941176471,0.8266666666666667,0.8471801966914512,0.843199517094536,107.17726831982266,1.504463240682313,3.5,38.3,2026-02-24 16:44:03
15,488.855895,0.8692660550458715,0.8680555555555556,0.7181372549019608,0.8291233283803864,0.8420341489788693,0.8382390403660589,109.008039195997,1.504463240682313,3.4,38.3,2026-02-24 16:52:11
16,485.688695,0.8738532110091743,0.8732718894009217,0.7254901960784313,0.8328358208955224,0.8472081742212755,0.842940130794765,108.5947447020526,1.504463240682313,3.2,38.3,2026-02-24 17:00:17
17,488.767115,0.8784403669724771,0.8811659192825112,0.7181372549019608,0.8291233283803864,0.8483648013841942,0.844454978674867,116.42042628168883,1.504463240682313,3.3,38.3,2026-02-24 17:08:26
18,527.833833,0.8715596330275229,0.8709677419354839,0.7279411764705882,0.8340807174887892,0.8494754803650192,0.8450199347193144,115.08447402504453,1.504463240682313,3.3,38.3,2026-02-24 17:17:14
19,491.195338,0.8727064220183486,0.8742921857304643,0.7205882352941176,0.8303571428571429,0.8469113772233555,0.8422363794200444,117.27749520905763,1.504463240682313,3.4,38.3,2026-02-24 17:25:25
20,490.533975,0.875,0.8800880088008801,0.7352941176470589,0.8378378378378378,0.8489856003488827,0.8438950923070377,116.53993045228003,1.504463240682313,3.4,38.3,2026-02-24 17:33:35
21,490.357508,0.8795871559633027,0.882943143812709,0.7377450980392157,0.8390977443609022,0.8493639198033553,0.844030231190214,119.39190449690545,1.504463240682313,3.3,38.3,2026-02-24 17:41:46
22,524.867779,0.8772935779816514,0.8809788654060067,0.7401960784313726,0.8403614457831325,0.8472273151855121,0.8425939259298185,118.90375214486512,1.504463240682313,3.5,38.3,2026-02-24 17:50:31
23,491.107872,0.8772935779816514,0.881243063263041,0.7524509803921569,0.8467374810318664,0.8475274617391074,0.8420933757627643,120.08603407718823,1.504463240682313,3.5,38.3,2026-02-24 17:58:42
24,488.288355,0.8692660550458715,0.875,0.7573529411764706,0.8488549618320611,0.8477080317796281,0.8431565284905365,118.56596322460331,1.504463240682313,3.3,38.3,2026-02-24 18:06:50
25,486.194374,0.8727064220183486,0.8792165397170838,0.7916666666666666,0.8648648648648649,0.8425759623471382,0.8414864767679638,114.36120470601213,1.504463240682313,3.3,38.3,2026-02-24 18:14:56
