model_name,experiment,paradigm,system,combined,distribution,is_lora,step,sst2_val_acc,sst2_val_f1,qqp_val_acc,qqp_val_f1,stsb_val_pearson,stsb_val_spearman,train_acc,train_loss,time_step,gpu_mem_step
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,9,0.8818807339449541,0.8879216539717084,0.0,0.0,0.0,0.0,0.8818807339449541,0.0589620578628431,372.909931,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,10,0.8876146788990825,0.8903803131991052,0.0,0.0,0.0,0.0,0.8876146788990825,0.0523709369663537,306.494771,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,11,0.8853211009174312,0.8881431767337807,0.0,0.0,0.0,0.0,0.8853211009174312,0.0460815226931468,301.693932,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,12,0.8830275229357798,0.8907922912205567,0.0,0.0,0.0,0.0,0.8830275229357798,0.0379713415558124,366.364149,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,13,0.8807339449541285,0.8839285714285714,0.0,0.0,0.0,0.0,0.8807339449541285,0.0337620438100231,320.150498,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,14,0.8830275229357798,0.8843537414965986,0.0,0.0,0.0,0.0,0.8830275229357798,0.028434339671499,318.003706,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,15,0.8807339449541285,0.8872017353579176,0.0,0.0,0.0,0.0,0.8807339449541285,0.025752981043086,313.910086,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,16,0.8841743119266054,0.8853575482406356,0.0,0.0,0.0,0.0,0.8841743119266054,0.0217676959976902,358.145358,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,17,0.8795871559633027,0.8824188129899216,0.0,0.0,0.0,0.0,0.8795871559633027,0.0206730348837902,317.118732,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,18,0.8772935779816514,0.8843243243243243,0.0,0.0,0.0,0.0,0.8772935779816514,0.0152529098512645,299.122418,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,19,0.8772935779816514,0.8843243243243243,0.0,0.0,0.0,0.0,0.8772935779816514,0.0152159568611913,315.298816,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,20,0.8876146788990825,0.8934782608695652,0.0,0.0,0.0,0.0,0.8876146788990825,0.011747961455164,363.367569,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,21,0.875,0.8839190628328009,0.0,0.0,0.0,0.0,0.875,0.0105878567060901,314.161812,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,22,0.8727064220183486,0.876803551609323,0.0,0.0,0.0,0.0,0.8727064220183486,0.0102046520733493,356.06103,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,23,0.8784403669724771,0.8847826086956522,0.0,0.0,0.0,0.0,0.8784403669724771,0.0094490871140975,313.289579,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,24,0.8784403669724771,0.8822222222222222,0.0,0.0,0.0,0.0,0.8784403669724771,0.0072017467723677,382.98285,1.4949932063834552
mini-lm,minilm_centralized_single_sst2,Single-task,Centralized,Centralized-Single-task,N/A,False,25,0.8807339449541285,0.88470066518847,0.0,0.0,0.0,0.0,0.8807339449541285,0.0066081623169114,360.836969,1.4949932063834552
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,1,0.5585,0.7112,0.5684,0.2453,-0.0738,-0.0688,0.6503,0.0,872.48,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,2,0.6835,0.6642,0.6434,0.0721,-0.0598,-0.0582,0.7466,0.0,859.44,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,3,0.6984,0.6352,0.6728,0.2231,0.07,0.0662,0.8149,0.0,822.43,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,4,0.7603,0.7317,0.7531,0.5478,0.3105,0.3046,0.8386,0.0,825.12,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,5,0.789,0.7751,0.8098,0.7016,0.4453,0.4439,0.8577,0.0,827.91,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,6,0.8257,0.8261,0.8346,0.76,0.5275,0.5309,0.868,0.0,828.16,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,7,0.8326,0.833,0.8418,0.7735,0.5584,0.5643,0.8743,0.0,824.85,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,8,0.8498,0.8546,0.8489,0.7911,0.5848,0.5922,0.8764,0.0,824.38,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,9,0.8589,0.8667,0.8503,0.7921,0.6139,0.6218,0.8838,0.0,827.95,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,10,0.8601,0.8671,0.854,0.799,0.6281,0.6355,0.8813,0.0,831.8,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,11,0.867,0.8725,0.8559,0.8021,0.6506,0.6578,0.8837,0.0,828.43,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,12,0.8716,0.8793,0.8562,0.8026,0.6576,0.664,0.8898,0.0,834.39,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,13,0.8716,0.8793,0.8582,0.8069,0.6557,0.6618,0.8902,0.0,829.88,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,14,0.8773,0.8868,0.8597,0.8108,0.6687,0.6748,0.8929,0.0,829.97,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,15,0.8773,0.887,0.8604,0.814,0.6734,0.6798,0.8968,0.0,825.8,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,16,0.8784,0.8877,0.8612,0.8135,0.6828,0.6885,0.8954,0.0,826.91,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,17,0.8842,0.8931,0.8615,0.8127,0.6934,0.6997,0.8963,0.0,827.45,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,18,0.8853,0.8936,0.8619,0.8127,0.6929,0.6998,0.9001,0.0,825.29,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,19,0.8842,0.8933,0.8621,0.8136,0.6928,0.6996,0.8989,0.0,829.02,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,20,0.8842,0.8933,0.862,0.8127,0.6948,0.7018,0.8987,0.0,832.53,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,21,0.883,0.8924,0.8623,0.8132,0.7003,0.7061,0.8996,0.0,825.49,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,22,0.8876,0.8964,0.8627,0.814,0.6966,0.702,0.8988,0.0,825.35,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,23,0.8876,0.8964,0.8625,0.8135,0.6956,0.7009,0.8972,0.0,828.55,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,24,0.8876,0.8964,0.8626,0.815,0.6976,0.7028,0.8957,0.0,824.67,0.38459613866666664
mini-lm,minilm_fl_mtl_non-iid_9clients,Multi-task,FL,FL-Multi-task,Non-IID,False,25,0.8888,0.8974,0.8629,0.8148,0.6981,0.7039,0.8986,0.0,827.32,0.38459613866666664
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,1,0.0,0.0,0.3858,0.5388,0.0,0.0,0.9262,0.0,605.56,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,2,0.0,0.0,0.6962,0.3403,0.0,0.0,0.9378,0.0,578.06,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,3,0.0,0.0,0.7562,0.5419,0.0,0.0,0.9464,0.0,581.82,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,4,0.0,0.0,0.8138,0.7035,0.0,0.0,0.9516,0.0,581.98,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,5,0.0,0.0,0.8003,0.6648,0.0,0.0,0.9574,0.0,580.88,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,6,0.0,0.0,0.8231,0.7216,0.0,0.0,0.9627,0.0,577.93,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,7,0.0,0.0,0.8156,0.7029,0.0,0.0,0.9661,0.0,579.67,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,8,0.0,0.0,0.8221,0.7184,0.0,0.0,0.9701,0.0,575.68,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,9,0.0,0.0,0.8374,0.758,0.0,0.0,0.9729,0.0,579.43,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,10,0.0,0.0,0.8419,0.7644,0.0,0.0,0.9754,0.0,580.44,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,11,0.0,0.0,0.8317,0.74,0.0,0.0,0.9781,0.0,577.87,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,12,0.0,0.0,0.8421,0.7643,0.0,0.0,0.9796,0.0,578.15,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,13,0.0,0.0,0.8282,0.7313,0.0,0.0,0.9814,0.0,585.21,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,14,0.0,0.0,0.8405,0.7603,0.0,0.0,0.9824,0.0,626.18,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,15,0.0,0.0,0.8352,0.7458,0.0,0.0,0.9843,0.0,593.74,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,16,0.0,0.0,0.8344,0.7454,0.0,0.0,0.9848,0.0,580.75,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,17,0.0,0.0,0.8408,0.7591,0.0,0.0,0.9861,0.0,580.18,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,18,0.0,0.0,0.839,0.756,0.0,0.0,0.9866,0.0,577.75,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,19,0.0,0.0,0.84,0.7585,0.0,0.0,0.9878,0.0,578.8,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,20,0.0,0.0,0.8315,0.7378,0.0,0.0,0.9885,0.0,581.88,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,21,0.0,0.0,0.8362,0.7498,0.0,0.0,0.9885,0.0,579.94,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,22,0.0,0.0,0.84,0.7585,0.0,0.0,0.9885,0.0,581.06,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,23,0.0,0.0,0.8401,0.7584,0.0,0.0,0.9893,0.0,578.18,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,24,0.0,0.0,0.8399,0.7577,0.0,0.0,0.9901,0.0,578.77,0.3842048
mini-lm,minilm_fl_single_qqp_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,25,0.0,0.0,0.8417,0.7613,0.0,0.0,0.9898,0.0,583.14,0.3842048
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,1,0.0,0.0,0.0,0.0,0.1623,0.168,0.1042,0.0,210.86,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,2,0.0,0.0,0.0,0.0,0.4854,0.4317,0.5086,0.0,215.43,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,3,0.0,0.0,0.0,0.0,0.72,0.6757,0.7109,0.0,197.1,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,4,0.0,0.0,0.0,0.0,0.7477,0.6876,0.7607,0.0,196.26,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,5,0.0,0.0,0.0,0.0,0.7722,0.7229,0.8048,0.0,197.43,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,6,0.0,0.0,0.0,0.0,0.7812,0.7342,0.828,0.0,194.97,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,7,0.0,0.0,0.0,0.0,0.7832,0.7323,0.8417,0.0,196.38,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,8,0.0,0.0,0.0,0.0,0.7864,0.7454,0.8567,0.0,195.89,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,9,0.0,0.0,0.0,0.0,0.7877,0.7455,0.869,0.0,195.64,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,10,0.0,0.0,0.0,0.0,0.7849,0.746,0.8831,0.0,195.17,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,11,0.0,0.0,0.0,0.0,0.7821,0.7439,0.8876,0.0,194.73,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,12,0.0,0.0,0.0,0.0,0.7828,0.7417,0.8959,0.0,195.57,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,13,0.0,0.0,0.0,0.0,0.7814,0.7442,0.9024,0.0,195.14,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,14,0.0,0.0,0.0,0.0,0.7833,0.7464,0.9089,0.0,194.76,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,15,0.0,0.0,0.0,0.0,0.7799,0.7489,0.9101,0.0,194.48,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,16,0.0,0.0,0.0,0.0,0.7827,0.743,0.9139,0.0,194.29,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,17,0.0,0.0,0.0,0.0,0.7803,0.7463,0.9112,0.0,195.05,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,18,0.0,0.0,0.0,0.0,0.7831,0.7448,0.9144,0.0,195.22,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,19,0.0,0.0,0.0,0.0,0.7788,0.7448,0.9188,0.0,194.49,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,20,0.0,0.0,0.0,0.0,0.781,0.7419,0.9164,0.0,196.46,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,21,0.0,0.0,0.0,0.0,0.7793,0.7448,0.92,0.0,193.11,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,22,0.0,0.0,0.0,0.0,0.7848,0.7447,0.9228,0.0,196.48,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,23,0.0,0.0,0.0,0.0,0.7832,0.7438,0.9258,0.0,195.11,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,24,0.0,0.0,0.0,0.0,0.7814,0.7426,0.925,0.0,196.12,0.3840244053333333
mini-lm,minilm_fl_single_stsb_non-iid_3clients,Single-task,FL,FL-Single-task,Non-IID,False,25,0.0,0.0,0.0,0.0,0.7828,0.7441,0.9259,0.0,194.34,0.3840244053333333
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,1,0.5779816513761468,0.2923076923076923,0.6887254901960784,0.8145985401459854,0.8254485549534835,0.8353306672179398,0.0,112.57300928483409,487.661791,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,2,0.6811926605504587,0.545751633986928,0.6936274509803921,0.8169838945827232,0.8454620653901146,0.8476561785291535,0.0,116.72957209156203,503.687143,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,3,0.7110091743119266,0.6086956521739131,0.696078431372549,0.8176470588235294,0.8579729233861991,0.8559583568490605,0.0,102.78291321576884,486.622776,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,4,0.7419724770642202,0.6676514032496307,0.7156862745098039,0.8258258258258259,0.848046494838061,0.8501319916234382,0.0,103.47918151613946,488.479697,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,5,0.7660550458715596,0.7094017094017094,0.7156862745098039,0.8273809523809523,0.8563561738596435,0.8542540834324454,0.0,101.65429413310872,491.73065,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,6,0.8119266055045872,0.7801608579088471,0.7132352941176471,0.8266666666666667,0.8497380552444381,0.8474746410374859,0.0,97.73587374024405,521.103,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,7,0.8440366972477065,0.8269720101781171,0.7083333333333334,0.8242245199409158,0.8485843196763817,0.8450014845286621,0.0,91.63038664489676,495.434973,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,8,0.8096330275229358,0.7774798927613941,0.7132352941176471,0.8266666666666667,0.8534855688947875,0.8503945469645395,0.0,102.10979053688546,489.657946,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,9,0.8302752293577982,0.8097686375321337,0.7107843137254902,0.8254437869822485,0.8531611514696467,0.8499871908118947,0.0,98.6684327557644,492.90187,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,10,0.8520642201834863,0.8424908424908425,0.7132352941176471,0.8266666666666667,0.8497446924484062,0.8481632820815075,0.0,99.60405937684602,522.003125,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,11,0.8509174311926605,0.8414634146341463,0.7107843137254902,0.8254437869822485,0.841402612480078,0.8385223021271253,0.0,105.44168080493304,496.186266,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,12,0.8451834862385321,0.8288973384030418,0.7132352941176471,0.8266666666666667,0.8538232627292377,0.8506807873753457,0.0,106.04173627216612,490.295464,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,13,0.8600917431192661,0.8497536945812808,0.7181372549019608,0.8291233283803864,0.8473772938082627,0.8438206758856417,0.0,105.29259946872963,488.828684,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,14,0.8669724770642202,0.8615751789976134,0.7132352941176471,0.8266666666666667,0.8471801966914512,0.843199517094536,0.0,107.17726831982266,528.835833,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,15,0.8692660550458715,0.8680555555555556,0.7181372549019608,0.8291233283803864,0.8420341489788693,0.8382390403660589,0.0,109.008039195997,488.855895,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,16,0.8738532110091743,0.8732718894009217,0.7254901960784313,0.8328358208955224,0.8472081742212755,0.842940130794765,0.0,108.5947447020526,485.688695,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,17,0.8784403669724771,0.8811659192825112,0.7181372549019608,0.8291233283803864,0.8483648013841942,0.844454978674867,0.0,116.42042628168883,488.767115,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,18,0.8715596330275229,0.8709677419354839,0.7279411764705882,0.8340807174887892,0.8494754803650192,0.8450199347193144,0.0,115.08447402504451,527.833833,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,19,0.8727064220183486,0.8742921857304643,0.7205882352941176,0.8303571428571429,0.8469113772233555,0.8422363794200444,0.0,117.27749520905763,491.195338,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,20,0.875,0.8800880088008801,0.7352941176470589,0.8378378378378378,0.8489856003488827,0.8438950923070377,0.0,116.53993045228005,490.533975,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,21,0.8795871559633027,0.882943143812709,0.7377450980392157,0.8390977443609022,0.8493639198033553,0.844030231190214,0.0,119.39190449690544,490.357508,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,22,0.8772935779816514,0.8809788654060067,0.7401960784313726,0.8403614457831325,0.8472273151855121,0.8425939259298185,0.0,118.90375214486512,524.867779,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,23,0.8772935779816514,0.881243063263041,0.7524509803921569,0.8467374810318664,0.8475274617391074,0.8420933757627643,0.0,120.08603407718824,491.107872,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,24,0.8692660550458715,0.875,0.7573529411764706,0.8488549618320611,0.8477080317796281,0.8431565284905365,0.0,118.56596322460332,488.288355,1.504463240682313
mini-lm,minilm_centralized_mtl,Multi-task,Centralized,Centralized-Multi-task,N/A,False,25,0.8727064220183486,0.8792165397170838,0.7916666666666666,0.8648648648648649,0.8425759623471382,0.8414864767679638,0.0,114.36120470601212,486.194374,1.504463240682313
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,1,0.0,0.0,0.6911764705882353,0.8157894736842105,0.0,0.0,0.6911764705882353,0.6431947112213293,100.495057,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,2,0.0,0.0,0.7450980392156863,0.8109090909090909,0.0,0.0,0.7450980392156863,0.5560345317283747,98.407223,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,3,0.0,0.0,0.7598039215686274,0.839344262295082,0.0,0.0,0.7598039215686274,0.4507730290585873,96.396097,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,4,0.0,0.0,0.7769607843137255,0.8439108061749572,0.0,0.0,0.7769607843137255,0.3366914654479307,98.90918,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,5,0.0,0.0,0.7794117647058824,0.8514851485148515,0.0,0.0,0.7794117647058824,0.270432481529041,100.094618,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,6,0.0,0.0,0.7671568627450981,0.8419301164725458,0.0,0.0,0.7671568627450981,0.2094953786916543,98.562566,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,7,0.0,0.0,0.7745098039215687,0.8471760797342193,0.0,0.0,0.7745098039215687,0.1312992961540582,93.269873,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,8,0.0,0.0,0.7696078431372549,0.8384879725085911,0.0,0.0,0.7696078431372549,0.1133905700854307,92.452883,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,9,0.0,0.0,0.7671568627450981,0.8336252189141856,0.0,0.0,0.7671568627450981,0.1040047179858863,100.117358,1.5066975644757463
mini-lm,minilm_centralized_single_qqp,Single-task,Centralized,Centralized-Single-task,N/A,False,10,0.0,0.0,0.7671568627450981,0.8434925864909391,0.0,0.0,0.7671568627450981,0.0721347753572569,94.05611,1.5066975644757463
